UniProt Accession	Ensembl Gene ID	Gene Symbol	
Q15612	ENSG00000165202	OR1Q1	
Q8N715	ENSG00000178395	CCDC185	
P04075	ENSG00000149925	ALDOA	
Q5BJE1	ENSG00000166960	CCDC178	
P53803	ENSG00000147669	POLR2K	
Q8N9H6	ENSG00000177335	C8orf31	
Q8NB14	ENSG00000170185	USP38	
P08294	ENSG00000109610	SOD3	
Q14186	ENSG00000198176	TFDP1	
O00541	ENSG00000100029	PES1	
O15335	ENSG00000136457	CHAD	
Q8WVV4	ENSG00000124429	POF1B	
P30411	ENSG00000168398	BDKRB2	
Q8NGB8	ENSG00000182854	OR4F15	
Q9UEG4	ENSG00000102870	ZNF629	
A3KFT3	ENSG00000162727	OR2M5	
P62917	ENSG00000161016	RPL8	
Q9Y2R4	ENSG00000278053; ENSG00000277594	DDX52	
P69905	ENSG00000206172; ENSG00000188536	HBA1; HBA2	
Q9BYG7	ENSG00000134042	MRO	
Q5T4I8	ENSG00000285312; ENSG00000137434	C6orf52	
Q12884	ENSG00000078098	FAP	
P0CE67	ENSG00000237787	C3orf79	
Q96EY1	ENSG00000103423; ENSG00000276726	DNAJA3	
P59074	-	CHMP4BP1	
P11230	ENSG00000170175; ENSG00000283946	CHRNB1	
P21817	ENSG00000196218	RYR1	
Q9GZU7	ENSG00000144579	CTDSP1	
P15086	ENSG00000153002	CPB1	
Q00LT1	ENSG00000214140	PRCD	
Q96RA2	ENSG00000188000	OR7D2	
A2RTX5	ENSG00000185418	TARSL2	
P59796	ENSG00000281185; ENSG00000198704	GPX6	
Q9Y6R7	ENSG00000275395; ENSG00000281123	FCGBP	
Q9H3M0	ENSG00000162975	KCNF1	
Q8NGG1	-	OR8J2	
Q9UIW0	ENSG00000116035	VAX2	
Q9Y3A3	ENSG00000115540	MOB4	
Q9BSM1	ENSG00000115289	PCGF1	
O95377	ENSG00000189280	GJB5	
O14926	ENSG00000186765	FSCN2	
Q9Y232	ENSG00000153046	CDYL	
Q9UKI9	ENSG00000137709	POU2F3	
Q9Y618	ENSG00000196498	NCOR2	
Q5UIP0	ENSG00000080345	RIF1	
Q9BQL6	ENSG00000101311	FERMT1	
P43304	ENSG00000115159	GPD2	
Q5JTY5	ENSG00000196873; ENSG00000147996	CBWD3	
P10646	ENSG00000003436	TFPI	
Q6NXT4	ENSG00000152683	SLC30A6	
P00558	ENSG00000102144	PGK1	
Q13488	ENSG00000110719	TCIRG1	
Q9Y5T5	ENSG00000156256	USP16	
Q6UXB8	ENSG00000164530	PI16	
Q5VU57	ENSG00000186094	AGBL4	
P06401	ENSG00000082175	PGR	
Q86UY8	ENSG00000111696	NT5DC3	
Q9NS62	ENSG00000136114	THSD1	
Q9GZK6	ENSG00000206523; ENSG00000225441; ENSG00000234804; ENSG00000235632; ENSG00000226192; ENSG00000204702; ENSG00000234305; ENSG00000226931	OR2J1	
O95399	ENSG00000049247	UTS2	
Q9Y2K1	ENSG00000126804	ZBTB1	
Q14195	ENSG00000113657	DPYSL3	
O60284	ENSG00000147488	ST18	
Q16878	ENSG00000129596	CDO1	
P13073	ENSG00000131143	COX4I1	
Q9UHV2	ENSG00000197019	SERTAD1	
P25103	ENSG00000115353	TACR1	
Q8IUQ0	ENSG00000177182	CLVS1	
Q13324	ENSG00000106113	CRHR2	
O95881	ENSG00000117862	TXNDC12	
O43159	ENSG00000132275	RRP8	
Q5VTM2	ENSG00000204172	AGAP9	
Q9Y3S2	ENSG00000109445	ZNF330	
Q5VXU9	ENSG00000165181	SHOC1	
Q9NX36	ENSG00000262911; ENSG00000177692	DNAJC28	
P17927	ENSG00000203710	CR1	
Q5T750	ENSG00000198854	XP32	
A0A075B6S6	-	IGKV2D-30	
Q6ZU35	ENSG00000109265	KIAA1211	
Q96CM8	ENSG00000167107	ACSF2	
Q8ND61	ENSG00000131379	C3orf20	
A0A0B4J1U4	-	TRGV5	
Q13021	ENSG00000144063	MALL	
Q8IUC4	ENSG00000131941	RHPN2	
Q9P2N2	ENSG00000088756	ARHGAP28	
Q9UKU7	ENSG00000151498	ACAD8	
C9J3V5	ENSG00000226174	TEX22	
Q9HBJ7	ENSG00000131864	USP29	
P68036	ENSG00000185651	UBE2L3	
Q9BZB8	ENSG00000277445; ENSG00000214575	CPEB1	
Q96Q11	ENSG00000072756	TRNT1	
A6NFY7	ENSG00000205138	SDHAF1	
O15021	ENSG00000069020	MAST4	
Q92560	ENSG00000163930	BAP1	
Q9H813	ENSG00000065600	TMEM206	
Q14129	ENSG00000183628; ENSG00000278817	DGCR6	
O43426	ENSG00000159082	SYNJ1	
Q16671	ENSG00000135409	AMHR2	
Q16585	ENSG00000163069	SGCB	
P25116	ENSG00000181104	F2R	
Q9ULE0	ENSG00000047644	WWC3	
O14981	ENSG00000095564	BTAF1	
P51452	ENSG00000108861	DUSP3	
O76027	ENSG00000143412	ANXA9	
P47804	ENSG00000148604	RGR	
P15813	ENSG00000158473	CD1D	
Q8NFH4	ENSG00000075188	NUP37	
Q9P013	ENSG00000150316	CWC15	
P62191	ENSG00000100764	PSMC1	
P57738	ENSG00000145022	TCTA	
Q9BRI3	ENSG00000158014	SLC30A2	
Q13123	ENSG00000113141	IK	
Q92804	ENSG00000276833; ENSG00000270647	TAF15	
Q15819	ENSG00000169139	UBE2V2	
Q14587	ENSG00000090612	ZNF268	
O00762	ENSG00000175063	UBE2C	
P17787	ENSG00000160716	CHRNB2	
Q9Y2K3	ENSG00000144821	MYH15	
Q02539	ENSG00000124610	HIST1H1A	
A6NM11	ENSG00000238083; ENSG00000277221; ENSG00000274332	LRRC37A2	
Q27J81	ENSG00000203485	INF2	
O94778	ENSG00000103375	AQP8	
Q9NQX1	ENSG00000138738	PRDM5	
P54646	ENSG00000162409	PRKAA2	
Q16555	ENSG00000092964	DPYSL2	
Q5VXI9	ENSG00000204020	LIPN	
P35716	ENSG00000176887	SOX11	
Q9H8U3	ENSG00000156639	ZFAND3	
Q86YF9	ENSG00000134874	DZIP1	
P40200	ENSG00000153283	CD96	
Q9NP85	ENSG00000116218	NPHS2	
Q9Y256	ENSG00000173653	RCE1	
Q9H3H1	ENSG00000043514	TRIT1	
Q6BEB4	ENSG00000204335	SP5	
Q8NCN5	ENSG00000090857	PDPR	
O14829	ENSG00000086717	PPEF1	
P49356	ENSG00000125954; ENSG00000257365	FNTB	
Q8IXI1	ENSG00000140983	RHOT2	
Q8NGR4	ENSG00000148215	OR5C1	
Q6NZY4	ENSG00000033030	ZCCHC8	
Q8N319	ENSG00000181577	C6orf223	
Q99933	ENSG00000107262	BAG1	
Q96S15	ENSG00000127580	WDR24	
Q96SQ5	ENSG00000198466	ZNF587	
O94864	ENSG00000119760	SUPT7L	
P12236	ENSG00000169100	SLC25A6	
P60880	ENSG00000132639	SNAP25	
Q7Z392	ENSG00000168538	TRAPPC11	
Q9C0H5	ENSG00000147799	ARHGAP39	
O43155	ENSG00000185070	FLRT2	
Q13442	ENSG00000106244	PDAP1	
Q9Y2C4	ENSG00000157036	EXOG	
Q13573	ENSG00000100603	SNW1	
Q7L5D6	ENSG00000239857	GET4	
Q5W0N0	ENSG00000204669	C9orf57	
Q6PIF6	ENSG00000169994	MYO7B	
O15217	ENSG00000170899	GSTA4	
P16435	ENSG00000127948	POR	
O15258	ENSG00000157916	RER1	
Q86SE5	ENSG00000184672	RALYL	
Q13094	ENSG00000043462	LCP2	
P51151	ENSG00000123595	RAB9A	
Q8IZF3	ENSG00000153294	ADGRF4	
Q8NDH2	ENSG00000175820	CCDC168	
P42858	ENSG00000197386	HTT	
Q9NQX3	ENSG00000171723	GPHN	
Q16739	ENSG00000148154	UGCG	
P23276	ENSG00000276615; ENSG00000197993	KEL	
Q8NGQ1	ENSG00000262647; ENSG00000172457	OR9G4	
Q92837	ENSG00000165879	FRAT1	
P07204	ENSG00000178726	THBD	
A6PVS8	ENSG00000162620	LRRIQ3	
P56556	ENSG00000273397; ENSG00000184983; ENSG00000277365; ENSG00000272765; ENSG00000281013	NDUFA6	
Q8NE28	ENSG00000281245; ENSG00000198870	STKLD1	
H3BTG2	ENSG00000227868	TEX46	
Q10570	ENSG00000071894; ENSG00000285049	CPSF1	
Q93086	ENSG00000083454	P2RX5	
O75607	ENSG00000107833	NPM3	
Q14161	ENSG00000139436	GIT2	
Q9H069	ENSG00000171962	DRC3	
Q6ZPD9	ENSG00000178904	DPY19L3	
Q8NDY3	ENSG00000153531	ADPRHL1	
Q5TAB7	ENSG00000203877	RIPPLY2	
Q12979	ENSG00000276016; ENSG00000159842; ENSG00000278741	ABR	
P36952	ENSG00000206075	SERPINB5	
Q05DH4	ENSG00000164142	FAM160A1	
Q9P016	ENSG00000151500	THYN1	
O14920	ENSG00000104365	IKBKB	
Q9BVM2	ENSG00000166171	DPCD	
P09848	ENSG00000115850	LCT	
Q8WY22	ENSG00000184992	BRI3BP	
Q9H1P6	ENSG00000124237	C20orf85	
O95816	ENSG00000112208	BAG2	
Q96AT1	ENSG00000281665; ENSG00000163807	KIAA1143	
P23588	ENSG00000063046	EIF4B	
Q96C55	ENSG00000171443	ZNF524	
P20062	ENSG00000185339	TCN2	
P50213	ENSG00000166411	IDH3A	
Q96R47	ENSG00000284891; ENSG00000221938	OR2A14	
Q9UK12	ENSG00000159885	ZNF222	
P22001	ENSG00000177272	KCNA3	
Q8IW75	ENSG00000165953	SERPINA12	
P0CJ86	-	DUX4L3	
Q5TIA1	ENSG00000167077	MEI1	
O14832	ENSG00000107537	PHYH	
Q7Z5L3	ENSG00000144119	C1QL2	
Q96CM4	ENSG00000171773	NXNL1	
P51970	ENSG00000119421	NDUFA8	
P01024	ENSG00000125730	C3	
Q9P219	ENSG00000015133	CCDC88C	
P39748	ENSG00000168496	FEN1	
Q8TE77	ENSG00000172830	SSH3	
Q6RVD6	ENSG00000185594	SPATA8	
Q9BT04	ENSG00000010361	FUZ	
P19174	ENSG00000124181	PLCG1	
B2RU33	ENSG00000183206	POTEC	
Q8TB03	ENSG00000185753	CXorf38	
Q8IW41	ENSG00000089022	MAPKAPK5	
C9JDP6	ENSG00000228607	CLDN25	
O60266	ENSG00000138031	ADCY3	
O95741	ENSG00000285221; ENSG00000100884	CPNE6	
Q96MV1	ENSG00000152078	TMEM56	
P10696	ENSG00000163286	ALPG	
Q8IW93	ENSG00000142632	ARHGEF19	
Q8IY95	ENSG00000170088	TMEM192	
Q8TDU9	ENSG00000173080	RXFP4	
Q9H4A4	ENSG00000176393	RNPEP	
Q9NQ76	ENSG00000152595	MEPE	
Q5XKP0	ENSG00000174917	MICOS13	
P78412	ENSG00000159387	IRX6	
A6BM72	ENSG00000277848; ENSG00000157890	MEGF11	
P49756	ENSG00000119707	RBM25	
Q6ZRT6	ENSG00000184814	PRR23B	
A0A0G2JMI3	-	IGHV1-69-2	
Q9UKI3	ENSG00000128218	VPREB3	
O75204	ENSG00000135956	TMEM127	
P35813	ENSG00000100614	PPM1A	
Q9BTC0	ENSG00000101191	DIDO1	
P01591	ENSG00000132465	JCHAIN	
P28289	ENSG00000136842	TMOD1	
Q8NCA9	ENSG00000179922	ZNF784	
P36955	ENSG00000132386; ENSG00000282307	SERPINF1	
Q13445	ENSG00000099203	TMED1	
O95411	ENSG00000221995	TIAF1	
Q5JZY3	ENSG00000183317	EPHA10	
Q9HCJ3	ENSG00000162437	RAVER2	
P06858	ENSG00000175445	LPL	
Q9NYV9	ENSG00000212128; ENSG00000277254; ENSG00000273457	TAS2R13	
A6NFR6	ENSG00000204661; ENSG00000284445	C5orf60	
Q8N7X0	ENSG00000118492	ADGB	
Q9UL03	ENSG00000102786	INTS6	
Q9C0D6	ENSG00000137460	FHDC1	
Q8NBT0	ENSG00000164087	POC1A	
Q06033	ENSG00000162267	ITIH3	
P58294	ENSG00000143125	PROK1	
Q96P63	ENSG00000166634	SERPINB12	
P32320	ENSG00000158825	CDA	
Q7L2H7	ENSG00000149100	EIF3M	
O60688	ENSG00000100027	YPEL1	
O00124	ENSG00000104691	UBXN8	
Q8WY98	ENSG00000160055	TMEM234	
O00142	ENSG00000166548	TK2	
Q14703	ENSG00000140943	MBTPS1	
O14830	ENSG00000156194	PPEF2	
Q969M2	ENSG00000135355	GJA10	
P23280	ENSG00000131686	CA6	
Q66GS9	ENSG00000174799	CEP135	
P10828	ENSG00000151090	THRB	
Q6R2W3	ENSG00000232040; ENSG00000248496	ZBED9	
Q9BVH7	ENSG00000117069	ST6GALNAC5	
Q53TQ3	ENSG00000114933; ENSG00000283510	INO80D	
Q92870	ENSG00000163697	APBB2	
Q8N8V4	ENSG00000175311; ENSG00000284290	ANKS4B	
A0A0C4DH55	-	IGKV3D-7	
Q53FA7	ENSG00000115129	TP53I3	
P43026	ENSG00000125965	GDF5	
Q8NB90	ENSG00000145375	SPATA5	
Q6UWY2	ENSG00000185198	PRSS57	
Q9BRS2	ENSG00000124784	RIOK1	
Q99440	ENSG00000082929	LINC01587	
Q8NDV1	ENSG00000184005	ST6GALNAC3	
Q9NXR8	ENSG00000071243	ING3	
Q96LB4	ENSG00000263014; ENSG00000151418	ATP6V1G3	
Q2M385	ENSG00000197629	MPEG1	
Q8IX05	ENSG00000241399	CD302	
Q2NL98	ENSG00000187650	VMAC	
O75083	ENSG00000071127	WDR1	
O14633	ENSG00000159455	LCE2B	
O95757	ENSG00000164070	HSPA4L	
Q96A04	ENSG00000163467	TSACC	
P14317	ENSG00000180353	HCLS1	
Q8NEK5	ENSG00000188785	ZNF548	
Q9C037	ENSG00000146833	TRIM4	
Q6ZSU1	ENSG00000130612	CYP2G1P	
P0DJD3	ENSG00000244395; ENSG00000234414	RBMY1A1	
A2RUR9	ENSG00000170160	CCDC144A	
P56715	ENSG00000104237	RP1	
Q9BSF8	ENSG00000148925	BTBD10	
P11836	ENSG00000156738	MS4A1	
Q0D2H9	ENSG00000175676	GOLGA8DP	
Q9C0F0	ENSG00000141431	ASXL3	
A0A075B767	ENSG00000270339	PPIAL4H	
Q9NR09	ENSG00000115760	BIRC6	
O14763	ENSG00000120889	TNFRSF10B	
Q9NU63	ENSG00000226858; ENSG00000234669; ENSG00000204644; ENSG00000232099; ENSG00000223852; ENSG00000223858; ENSG00000206510; ENSG00000227858	ZFP57	
Q9H322	ENSG00000177504	VCX2	
P17024	ENSG00000132010	ZNF20	
B1AK76	-	SNURFL	
Q14147	ENSG00000134815	DHX34	
P35579	ENSG00000100345	MYH9	
Q9Y421	ENSG00000105058	FAM32A	
Q96DD7	ENSG00000198892	SHISA4	
O95487	ENSG00000138802	SEC24B	
Q6P9B6	ENSG00000140950	TLDC1	
Q16342	ENSG00000071994	PDCD2	
Q8TAF3	ENSG00000114742	WDR48	
Q92995	ENSG00000058056	USP13	
Q8NGY6	ENSG00000188340	OR6N2	
Q9H8H3	ENSG00000185432	METTL7A	
Q96SU4	ENSG00000117859	OSBPL9	
O95343	ENSG00000138083	SIX3	
Q9Y3B7	ENSG00000174547	MRPL11	
P47870	ENSG00000145864	GABRB2	
Q9NS67	ENSG00000170837	GPR27	
P60763	ENSG00000169750	RAC3	
P48448	ENSG00000132746	ALDH3B2	
O00526	ENSG00000110375	UPK2	
Q9Y6W8	ENSG00000163600	ICOS	
A8MX19	-	FAM90A12P	
O43760	ENSG00000108639	SYNGR2	
Q96C74	ENSG00000145491	ROPN1L	
O75474	ENSG00000181274	FRAT2	
Q9NPB6	ENSG00000102981	PARD6A	
Q8NGI2	ENSG00000181074	OR52N4	
Q14116	ENSG00000150782	IL18	
Q1EHB4	ENSG00000148942	SLC5A12	
P12525	-	MYCLP1	
Q4V328	ENSG00000068400	GRIPAP1	
Q96NJ6	ENSG00000180787	ZFP3	
Q8NDW8	ENSG00000168026	TTC21A	
O14662	ENSG00000124222	STX16	
Q9BZQ4	ENSG00000157064	NMNAT2	
Q75LS8	ENSG00000176826	FKBP9P1	
Q9H1Z4	ENSG00000101940	WDR13	
P21397	ENSG00000189221	MAOA	
Q6ZSZ6	ENSG00000179981	TSHZ1	
P09430	ENSG00000118245	TNP1	
Q86UD5	ENSG00000164038	SLC9B2	
P01834	-	IGKC	
Q9Y6Y9	ENSG00000154589	LY96	
O14879	ENSG00000119917	IFIT3	
Q7Z624	ENSG00000143919	CAMKMT	
O75631	ENSG00000100373	UPK3A	
P35251	ENSG00000035928	RFC1	
Q9NXA8	ENSG00000124523	SIRT5	
Q9UKX2	ENSG00000125414	MYH2	
P51580	ENSG00000137364	TPMT	
Q3B7T3	ENSG00000166546	BEAN1	
Q9BVM4	ENSG00000134864	GGACT	
O60488	ENSG00000068366	ACSL4	
Q8N8I0	ENSG00000177570	SAMD12	
Q5VW00	ENSG00000198354	DCAF12L2	
Q76N32	ENSG00000011523	CEP68	
A8MTJ3	ENSG00000214415	GNAT3	
Q9H6A0	ENSG00000162777	DENND2D	
P17023	ENSG00000157429	ZNF19	
O95998	ENSG00000137496	IL18BP	
Q6UWD8	ENSG00000185905	C16orf54	
Q9NVP2	ENSG00000105011	ASF1B	
Q8IUX1	ENSG00000171204	TMEM126B	
P17980	ENSG00000165916	PSMC3	
P84090	ENSG00000100632	ERH	
Q5XKL5	ENSG00000189195	BTBD8	
A8MZH6	-	OOSP1	
Q8IWD5	ENSG00000185156	MFSD6L	
Q8IX94	ENSG00000225932; ENSG00000285322; ENSG00000285175; ENSG00000244693	CTAGE4	
Q8IY22	ENSG00000153815	CMIP	
O94810	ENSG00000076344	RGS11	
Q14119	ENSG00000136451	VEZF1	
Q8IZ57	ENSG00000152954	NRSN1	
O95140	ENSG00000116688	MFN2	
Q9NR55	ENSG00000123685	BATF3	
Q5UAW9	ENSG00000180758	GPR157	
Q9BYC2	ENSG00000198754	OXCT2	
Q8ND76	ENSG00000108100	CCNY	
A0A1B0GVZ9	ENSG00000274386	TMEM269	
A6NNS2	ENSG00000184544	DHRS7C	
Q8WXG9	ENSG00000164199	ADGRV1	
P32238	ENSG00000163394	CCKAR	
A0A087WV62	-	TRBV16	
Q9BXI3	ENSG00000116981	NT5C1A	
C9JH25	ENSG00000224940	PRRT4	
Q4VC44	ENSG00000059122	FLYWCH1	
Q8IWE4	ENSG00000188215	DCUN1D3	
P40337	ENSG00000134086	VHL	
Q8N9L1	ENSG00000174963	ZIC4	
Q6ZN01	ENSG00000176909	MAMSTR	
P26436	ENSG00000134940	ACRV1	
Q01064	ENSG00000123360	PDE1B	
Q8WX93	ENSG00000129116	PALLD	
Q96LB9	ENSG00000159527	PGLYRP3	
Q08211	ENSG00000135829	DHX9	
Q10589	ENSG00000130303	BST2	
Q8NDA2	ENSG00000148357	HMCN2	
Q2M2H8	ENSG00000257743; ENSG00000278563	MGAM2	
A0AVF1	ENSG00000105948	TTC26	
Q9GZM6	ENSG00000279116	OR8D2	
O43921	ENSG00000099617	EFNA2	
Q8TCU3	ENSG00000164893	SLC7A13	
P57057	ENSG00000160190	SLC37A1	
O95013	ENSG00000176269	OR4F21	
F5H4A9	ENSG00000180044	C3orf80	
P14550	ENSG00000117448	AKR1A1	
O95935	ENSG00000112837	TBX18	
Q71RH2	ENSG00000149926	FAM57B	
Q9Y5H3	ENSG00000253846	PCDHGA10	
P20941	ENSG00000116703	PDC	
Q6IPR1	ENSG00000205707	ETFRF1	
Q7L1Q6	ENSG00000082153	BZW1	
Q9H115	ENSG00000125814	NAPB	
Q9NQZ5	ENSG00000084090	STARD7	
Q0ZGT2	ENSG00000162614	NEXN	
A0AVK6	ENSG00000129173	E2F8	
Q86YP4	ENSG00000167491	GATAD2A	
Q9ULT0	ENSG00000068724	TTC7A	
Q969Y0	ENSG00000144815	NXPE3	
Q9NVI7	ENSG00000197785	ATAD3A	
A6NL82	ENSG00000186973	FAM183A	
Q6ZU45	-	CLEC20A	
P01602	-	IGKV1-5	
Q7RTS3	ENSG00000168267	PTF1A	
P43251	ENSG00000169814	BTD	
P30203	ENSG00000013725	CD6	
O95475	ENSG00000184302	SIX6	
Q5TKA1	ENSG00000183814	LIN9	
O75064	ENSG00000198837	DENND4B	
Q9Y5K1	ENSG00000054796	SPO11	
P78345	ENSG00000152464	RPP38	
O00744	ENSG00000169884	WNT10B	
Q8N7K0	ENSG00000197647	ZNF433	
Q07812	ENSG00000087088	BAX	
Q9UDV6	ENSG00000170260	ZNF212	
O00445	ENSG00000129990	SYT5	
Q8N823	ENSG00000213020	ZNF611	
Q9Y312	ENSG00000131043	AAR2	
Q9HCT0	ENSG00000070388	FGF22	
P33241	ENSG00000130592	LSP1	
A8MVS5	ENSG00000214212	HIDE1	
P46109	ENSG00000099942	CRKL	
Q96EH3	ENSG00000156928	MALSU1	
O00398	ENSG00000078589	P2RY10	
Q9NUD7	ENSG00000196476	C20orf96	
Q14154	ENSG00000081791	DELE1	
Q9P2E8	ENSG00000144583	MARCH4	
Q9NTK5	ENSG00000138430	OLA1	
Q8IYK2	ENSG00000160994	CCDC105	
Q9ULF5	ENSG00000196950	SLC39A10	
Q96MC9	-	C1orf147	
Q969G6	ENSG00000135002	RFK	
P23193	ENSG00000187735	TCEA1	
Q15858	ENSG00000169432	SCN9A	
P02747	ENSG00000159189	C1QC	
Q9HBA9	ENSG00000134612	FOLH1B	
Q6PKC3	ENSG00000153066	TXNDC11	
P51451	ENSG00000285369; ENSG00000136573	BLK	
Q9Y2Y8	ENSG00000156575	PRG3	
Q9H7T0	ENSG00000133962; ENSG00000274338	CATSPERB	
Q63HQ0	ENSG00000138660	AP1AR	
Q49A26	ENSG00000140632	GLYR1	
Q8N3A8	ENSG00000151883	PARP8	
P48645	ENSG00000109255	NMU	
P18206	ENSG00000035403	VCL	
Q8WXX0	ENSG00000118997	DNAH7	
Q969M1	ENSG00000158882	TOMM40L	
O95389	ENSG00000112761	WISP3	
Q10571	ENSG00000169184	MN1	
P40617	ENSG00000122644	ARL4A	
Q2VY69	ENSG00000186026	ZNF284	
Q9ULM2	ENSG00000188033	ZNF490	
Q96LJ7	ENSG00000284868; ENSG00000157379	DHRS1	
Q01974	ENSG00000169071	ROR2	
Q9HC84	ENSG00000117983	MUC5B	
Q96K80	ENSG00000135482	ZC3H10	
Q9NWQ4	ENSG00000089916	GPATCH2L	
Q9NP62	ENSG00000137270	GCM1	
Q8WXC3	ENSG00000169900	PYDC1	
Q9Y3P4	ENSG00000100263	RHBDD3	
Q969U7	ENSG00000128789	PSMG2	
P68871	ENSG00000244734	HBB	
Q03468	ENSG00000225830	ERCC6	
P05305	ENSG00000078401	EDN1	
P62952	ENSG00000166619	BLCAP	
Q5DX21	ENSG00000144847	IGSF11	
Q9UBB5	ENSG00000134046	MBD2	
Q8WW59	ENSG00000176422	SPRYD4	
Q9H0S4	ENSG00000213782	DDX47	
Q15907	ENSG00000185236	RAB11B	
Q15375	ENSG00000135333	EPHA7	
Q9BQS8	ENSG00000163820	FYCO1	
Q68D42	ENSG00000188133	TMEM215	
P11233	ENSG00000006451	RALA	
A8MXD5	ENSG00000215203	GRXCR1	
Q9P298	ENSG00000131097	HIGD1B	
P08620	ENSG00000075388	FGF4	
Q8NA54	ENSG00000164675	IQUB	
P61225	ENSG00000181467	RAP2B	
Q5VYY1	ENSG00000152766	ANKRD22	
P07478	ENSG00000282049; ENSG00000275896	PRSS2	
P30049	ENSG00000099624	ATP5F1D	
Q86WI1	ENSG00000205038	PKHD1L1	
Q01081	ENSG00000275895; ENSG00000160201	U2AF1	
Q12933	ENSG00000127191	TRAF2	
Q86YW5	ENSG00000161911	TREML1	
Q3MHD2	ENSG00000161654	LSM12	
O75310	ENSG00000213759	UGT2B11	
O95777	ENSG00000128534	LSM8	
Q9H305	ENSG00000089486; ENSG00000274336	CDIP1	
Q495Y7	ENSG00000179994	SPDYE7P	
O60353	ENSG00000164930	FZD6	
Q8IU89	ENSG00000154227	CERS3	
O60524	ENSG00000165525	NEMF	
O00453	ENSG00000235915; ENSG00000223465; ENSG00000231048; ENSG00000204482; ENSG00000206433; ENSG00000230791; ENSG00000234514; ENSG00000226182	LST1	
Q92731	ENSG00000140009	ESR2	
P62945	ENSG00000229117	RPL41	
Q92901	ENSG00000140986	RPL3L	
Q7RTS1	ENSG00000180535	BHLHA15	
Q9NXL6	ENSG00000072858	SIDT1	
O75396	ENSG00000265808	SEC22B	
Q15582	ENSG00000120708	TGFBI	
Q13829	ENSG00000109079	TNFAIP1	
Q16626	ENSG00000124733	MEA1	
P17480	ENSG00000108312	UBTF	
Q16514	ENSG00000120656	TAF12	
Q68DL7	ENSG00000206043	C18orf63	
Q53FP2	ENSG00000126950	TMEM35A	
P45844	ENSG00000160179	ABCG1	
Q5TCH4	ENSG00000162365	CYP4A22	
Q8NH74	ENSG00000276451; ENSG00000279000; ENSG00000280899	OR10A6	
Q9P2D1	ENSG00000171316	CHD7	
A6NE01	ENSG00000185958	FAM186A	
Q9H1J5	ENSG00000061492	WNT8A	
Q86X10	ENSG00000170471	RALGAPB	
Q5JUW0	ENSG00000147121	KRBOX4	
Q9HBE1	ENSG00000100105	PATZ1	
Q9P2V4	ENSG00000148602	LRIT1	
Q15043	ENSG00000104635	SLC39A14	
P0DN87	ENSG00000196337	CGB7	
Q4G0X4	ENSG00000188997	KCTD21	
Q6BDI9	ENSG00000174236	REP15	
Q7Z3Z2	ENSG00000198570	RD3	
Q9BUJ0	ENSG00000248487	ABHD14A	
O14613	ENSG00000149798	CDC42EP2	
Q9BXL6	ENSG00000141527	CARD14	
Q96IX5	ENSG00000173915	ATP5MD	
Q15758	ENSG00000105281	SLC1A5	
Q6UXH1	ENSG00000184164	CRELD2	
Q15560	ENSG00000171703	TCEA2	
P23381	ENSG00000140105	WARS	
Q6ZQN7	ENSG00000173930	SLCO4C1	
Q8NGY7	-	OR10J6P	
Q8NCV1	ENSG00000140955	ADAD2	
P51811	ENSG00000047597	XK	
O95049	ENSG00000105289	TJP3	
Q9UBN4	ENSG00000133107	TRPC4	
Q5T5Y3	ENSG00000130559	CAMSAP1	
Q08623	ENSG00000130021	PUDP	
Q9P1W9	ENSG00000102096	PIM2	
Q9NXL9	ENSG00000111877	MCM9	
Q58DX5	ENSG00000284908; ENSG00000177694	NAALADL2	
Q147U7	ENSG00000214097	SMCO1	
Q8N3C7	ENSG00000115295	CLIP4	
Q5TA77	ENSG00000187238	LCE3B	
Q6Q0C0	ENSG00000131653	TRAF7	
Q71RC9	ENSG00000204323	SMIM5	
Q9Y5H4	ENSG00000204956	PCDHGA1	
Q9BV90	ENSG00000161981	SNRNP25	
Q5TAH2	ENSG00000162753	SLC9C2	
Q8IVB5	ENSG00000271601	LIX1L	
Q8TF65	ENSG00000137960	GIPC2	
Q9NPF4	ENSG00000092094	OSGEP	
P0CG13	ENSG00000286140; ENSG00000168802	CHTF8	
Q8WYK2	ENSG00000140044	JDP2	
P49683	ENSG00000119973	PRLHR	
Q99502	ENSG00000104313	EYA1	
Q6ZQW0	ENSG00000188676	IDO2	
Q7Z7H8	ENSG00000159111	MRPL10	
Q50LG9	ENSG00000254402	LRRC24	
Q9NTJ3	ENSG00000113810	SMC4	
Q8WVP5	ENSG00000185361	TNFAIP8L1	
A0A1W2PR19	ENSG00000276950; ENSG00000281748	GSTT4	
Q9UFH2	ENSG00000187775	DNAH17	
P53814	ENSG00000183963	SMTN	
A4IF30	ENSG00000151812	SLC35F4	
Q9Y5J5	ENSG00000174307	PHLDA3	
Q8NFP9	ENSG00000172915	NBEA	
Q8IVV7	ENSG00000141034	GID4	
Q14246	ENSG00000174837	ADGRE1	
Q7Z3Z3	ENSG00000184571	PIWIL3	
Q8NEG7	ENSG00000205593	DENND6B	
P06133	ENSG00000156096	UGT2B4	
Q8TAX7	ENSG00000171195	MUC7	
Q5RL73	ENSG00000127993	RBM48	
Q6Q8B3	ENSG00000206531	CD200R1L	
Q8IY21	ENSG00000137628	DDX60	
Q86TS9	ENSG00000172590	MRPL52	
